date,country,node1,node2,orderCode,status,resistR,reactX,susceptanceB,currentLimA,elementName2022-11-17,BE,BAALNO31,BSTGIL3R,6,0,0.6001,3.1201,22.30222,959,DI 150 136 A
2022-11-17,BE,BAALNO32,BSTGIL3U,7,0,0.6001,3.1201,22.30222,959,DI 150 137 A
2022-11-17,BE,BAALST31,BNINO+3R,9,0,0.7340,3.6221,25.88445,898,DI 150 159 A
2022-11-17,BE,BAALTR31,BEEKLN31,5,0,1.0899,6.5601,46.40000,959,DI 150 165 A
2022-11-17,BE,BAALTR32,BEEKLN32,6,0,1.0899,6.5601,46.40000,959,DI 150 166 A
2022-11-17,BE,BACHEN11,BACHES11,1,0,0.0144,0.1444,0,2317,DI 380 200 A
2022-11-17,BE,BACHEN11,BGRAMM1A,1,0,1.1436,12.104,141.4737,2223,DI   380  10
2022-11-17,BE,BACHEN11,XAC_LO11,9,0,0.7844,9.5413,94.12199,2148,DI   380  19
2022-11-17,BE,BACHEN12,BACHEN11,1,2,0,0,0,999999,ACHEN380 //
2022-11-17,BE,BAIRLI31,BPEMA+32,2,0,0.2601,0.9099,6.257778,704,DI 150 42 AI
2022-11-17,BE,BALEGR11,BLIXHE11,5,0,0.0033,0.0500,24.53406,1591,DI 380 115 A
2022-11-17,BE,BALEGR11,XLI_OB1B,1,0,0.0009,0.0500,7.445575,1635,DI 380 F 1 A
2022-11-17,BE,BALZ  31,BLANLO32,2,0,0.0450,0.3110,2.800000,1143,DI 150 252 A
2022-11-17,BE,BALZ  33,BLANLO31,3,0,0.0081,0.0500,0.320000,959,DI 150 253 A
2022-11-17,BE,BALZ  34,BLANLO31,4,0,0.0081,0.0500,0.320000,959,DI 150 254 A
2022-11-17,BE,BALZ  32,BLANLO31,1,0,0.0511,0.3510,2.924444,959,DI 150 251 A
2022-11-17,BE,BAMERC3C,BGOUY 31,6,0,0.1179,1.0301,1108.418,1501,DI 150 406 A
2022-11-17,BE,BAMERC31,BDAMPR3R,9,0,0.1849,0.9338,17.79915,1265,DI 150 89 AM
2022-11-17,BE,BAMERC31,BGOUY 32,8,0,0.4021,1.9710,47.80444,1265,DI 150 88 AM
2022-11-17,BE,BAMOCO31,BCAMOC31,1,0,0.2000,0.1899,73.77778,385,DI 150 321 A
2022-11-17,BE,BAMOCO31,BHEZE 31,2,0,0.2430,1.8976,13.23222,1143,DI 150 142 A
2022-11-17,BE,BAMOCO31,BMEERH32,6,0,0.2740,1.9310,14.00000,1143,DI 150 156 A
2022-11-17,BE,BANDUM31,BLANLO31,1,0,0.0590,0.4180,15.20000,2461,DI 150 391 A
2022-11-17,BE,BANDUM30,BANDUM31,1,2,0,0,0,999999,ANDUM150 391
2022-11-17,BE,BANDUM30,BANDUM32,1,2,0,0,0,999999,ANDUM150 //
2022-11-17,BE,BANDUM32,BANDUM31,1,2,0,0,0,999999,ANDUM150 391
2022-11-17,BE,BANDUM32,BANDUM33,1,2,0,0,0,999999,ANDUM150 T 2
2022-11-17,BE,BANDUM1R,BZUTE+1R,2,0,0.2092,1.9776,22.96728,2120,DI   380  12
2022-11-17,BE,BANS  31,BAWIRS31,6,0,0.8600,4.6752,42.77959,1057,DI 150 426 A
2022-11-17,BE,BANS  31,BLIXHE31,1,0,0.7555,4.6068,99.68917,1187,DI 150 151 A
2022-11-17,BE,BANS  32,BANS  31,1,2,0,0,0,999999,ANS  150 //
2022-11-17,BE,BANS  32,BBRESS31,2,0,1.1792,5.1909,44.80824,704,DI 150 152 A
2022-11-17,BE,BANS  32,BGRAMM3A,4,0,1.5654,9.5394,77.04900,1120,DI 150 294 A
2022-11-17,BE,BANTOI31,BGAURA3R,6,0,0.7890,2.8238,19.50338,724,DI 150 76 AN
2022-11-17,BE,BANTOI31,BGAURA32,4,0,0.7821,2.8019,19.34222,722,DI 150 44 AN
2022-11-17,BE,BANTOI31,BMARQ+3R,1,0,1.6339,3.9301,26.72000,551,DI 150 50 AN
2022-11-17,BE,BATOFI3A,BMALEC31,3,0,0.0200,0.0500,4.576000,616,DI 150 333 A
2022-11-17,BE,BATOFI3A,BPP3  3A,3,0,0.0044,0.0500,1.702222,616,DI 150 333 A
2022-11-17,BE,BATOFI3B,BMALEC32,4,0,0.0227,0.0511,5.192000,616,DI 150 334 A
2022-11-17,BE,BATOFI3B,BPP3  3B,4,0,0.0044,0.0500,1.702222,616,DI 150 334 A
2022-11-17,BE,BAUBAN23,XAU_MO22,3,0,0.4404,3.4752,13.71395,1292,DI   220 513
2022-11-17,BE,BAUBAN21,BBIFF+22,2,0,0.5837,4.2367,26.10859,1050,DI 220 512 A
2022-11-17,BE,BAUBAN21,BESCH 2C,1,0,0.8818,6.1772,43.01818,1037,DI 220 511 A
2022-11-17,BE,BAUBAN21,BVILLE22,6,0,4.0119,14.160,154.1570,1127,DI 220 506 A
2022-11-17,BE,BAUBAN21,XAU_M.21,4,8,0.1068,0.8066,6.263595,1292,DI   220 514
2022-11-17,BE,BAUBAN22,BAUBAN21,1,2,0,0,0,999999,AUBAN220 //
2022-11-17,BE,BAUBAN22,BHEINS23,7,0,1.6030,4.4102,48.97934,1127,DI 220 507 A
2022-11-17,BE,BAUBAN22,BLATO+2R,5,0,1.1940,6.1691,43.40083,943,DI 220 515 A
2022-11-17,BE,BAUBAN22,BSMARD21,6,0,1.6199,8.3979,59.00000,943,DI 220 516 A
